city,region,name,starRating,userRating,num_staying_nights,checkin,price,year
Solo,"Ngemplak, Solo",Al Azhar Azhima Hotel Resort & Convention,3.0,7.8,3,2022-12-30,700000,2022
Solo,"Setabelan, Solo",MAHALAYA The Legacy Hotel,4.0,9.2,3,2022-12-30,2274667,2022
Solo,"Timuran, Solo",Grand Orchid Hotel Solo,3.0,8.0,3,2022-12-30,1966667,2022
Solo,"Timuran, Solo",Grand Orchid Hotel Solo,3.0,8.0,3,2022-12-30,1966667,2022
Solo,"Solo Baru, Solo",LOA Living Solo Baru,3.0,8.7,3,2022-12-30,2800000,2022
Solo,"Kerten, Solo",The Amrani Syariah Hotel,3.0,8.6,3,2022-12-30,1073333,2022
Solo,"Solo Baru, Solo",Hotel Tosan Solo Baru,3.0,8.3,3,2022-12-30,1466667,2022
Solo,"Kestalan, Solo",Twin Star Hotel Solo,2.0,8.3,3,2022-12-30,397436,2022
Solo,"Purwosari, Solo",Diamond Hotel,2.0,8.4,3,2022-12-30,1333333,2022
Solo,"Jebres, Solo",Fivecord Hotel Solo,0.0,8.8,3,2022-12-30,590000,2022
Solo,"Sriwedari, Solo",The Margangsa Hotel,2.0,8.3,3,2022-12-30,683333,2022
Solo,"Tipes, Solo",Indah Palace Solo,3.0,8.2,3,2022-12-30,1050000,2022
Solo,"Kemlayan, Solo",Front One Cabin Slamet Riyadi,1.0,8.4,3,2022-12-30,354500,2022
Solo,"Kartasura, Solo",Assalaam Syariah Hotel Solo,3.0,8.2,3,2022-12-30,516667,2022
Solo,"Purwosari, Solo",Diamond Hotel,2.0,8.4,3,2022-12-30,1333333,2022
Solo,"Pucang Sawit, Solo",Hotel Bintang Solo,2.0,7.6,3,2022-12-30,395000,2022
Solo,"Ngemplak, Solo",Al Azhar Azhima Hotel Resort & Convention,3.0,7.8,3,2022-12-30,700000,2022
Solo,"Ketelan, Solo",Hotel Sahid Jaya Solo,5.0,8.2,3,2022-12-30,7333333,2022
Solo,"Laweyan, Solo",Malioboro Inn Solo,2.0,8.2,3,2022-12-30,433333,2022
Solo,"Solo Baru, Solo",Griya Surya Solo Guesthouse,1.0,8.3,3,2022-12-30,140000,2022
Solo,"Jajar, Solo",D'paragon Kerten,0.0,8.0,3,2022-12-30,850000,2022
Solo,"Manahan, Solo",Hotel Grand Setia Kawan,3.0,7.1,3,2022-12-30,370313,2022
Solo,"Jajar, Solo",Luxury Inn Guest House,0.0,8.6,3,2022-12-30,411333,2022
Solo,"Tegalharjo, Solo",Griya Tenera Syariah,1.0,8.1,3,2022-12-30,350833,2022
Surabaya,"Tegalsari, Surabaya",Tunjungan Hotel Surabaya,4.0,8.0,3,2022-12-30,861333,2022
Surabaya,"Wonokromo, Surabaya",Grand Darmo Suite by AMITHYA,4.0,8.3,3,2022-12-30,1926333,2022
Surabaya,"Wonokromo, Surabaya",The Alana Surabaya,4.0,8.7,3,2022-12-30,1202533,2022
Surabaya,"Tegalsari, Surabaya",Four Points by Sheraton Surabaya,4.0,9.2,3,2022-12-30,1847267,2022
Surabaya,"Wonokromo, Surabaya",The Alana Surabaya,4.0,8.7,3,2022-12-30,1202533,2022
Surabaya,"Wonokromo, Surabaya",Midtown Residence Marvell City Surabaya,4.0,8.9,3,2022-12-30,1062833,2022
Surabaya,"Sukomanunggal, Surabaya",Vasa Hotel Surabaya,5.0,8.7,3,2022-12-30,2027116,2022
Surabaya,"Tegalsari, Surabaya",Sheraton Surabaya Hotel and Towers,5.0,8.8,3,2022-12-30,2303034,2022
Surabaya,"Gedangan, Surabaya",Premier Place Surabaya Airport,3.0,8.7,3,2022-12-30,774350,2022
Surabaya,"Sawahan, Surabaya",Shangri-La Surabaya,5.0,8.7,3,2022-12-30,1710133,2022
Surabaya,"Genteng, Surabaya",Garden Palace Hotel Powered by Archipelago,4.0,8.3,3,2022-12-30,691120,2022
Surabaya,"Gubeng, Surabaya",HARRIS Hotel & Conventions Gubeng,4.0,8.7,3,2022-12-30,2821333,2022
Surabaya,"Tegalsari, Surabaya",JW Marriott Hotel Surabaya,5.0,9.0,3,2022-12-30,2444200,2022
Surabaya,"Sawahan, Surabaya",Hotel Ciputra World Surabaya managed by Swiss-Belhotel International,5.0,8.7,3,2022-12-30,4400000,2022
Surabaya,"Wonokromo, Surabaya",Primebiz Hotel Surabaya,3.5,8.5,3,2022-12-30,915884,2022
Surabaya,"Gubeng, Surabaya",The Life Styles Hotel Surabaya,3.5,8.9,3,2022-12-30,613332,2022
Surabaya,"Genteng, Surabaya",Grand Dafam Signature Surabaya,4.0,8.8,3,2022-12-30,1595333,2022
Surabaya,"Gedangan, Surabaya",Swiss-Belinn Airport Surabaya,3.0,8.7,3,2022-12-30,665000,2022
Surabaya,"Sawahan, Surabaya",Holiday Inn Express SURABAYA CENTERPOINT,4.0,8.6,3,2022-12-30,749044,2022
Surabaya,"Genteng, Surabaya",Bekizaar Hotel Surabaya,3.0,8.4,3,2022-12-30,655528,2022
Surabaya,"Tegalsari, Surabaya",Royal Tulip Darmo Surabaya,5.0,8.7,3,2022-12-30,1293925,2022
Surabaya,"Mulyorejo, Surabaya",Alimar Premier Hotel,3.0,8.2,3,2022-12-30,2090000,2022
Surabaya,"Genteng, Surabaya",Hotel Aria Centra Surabaya,4.0,8.8,3,2022-12-30,1225000,2022
Surabaya,"Mulyorejo, Surabaya",Swiss-Belinn Manyar Surabaya,3.0,8.6,3,2022-12-30,878333,2022
Surabaya,"Genteng, Surabaya",Surabaya Suites Hotel Powered by Archipelago,4.0,8.5,3,2022-12-30,1012300,2022
Surabaya,"Sukomanunggal, Surabaya",HARRIS Hotel & Conventions Bundaran Satelit Surabaya,4.0,8.8,3,2022-12-30,795333,2022
Surabaya,"Waru, Surabaya",Neo+ Waru Sidoarjo by ASTON,3.0,8.4,3,2022-12-30,530400,2022
Surabaya,"Rungkut, Surabaya",Hotel Gunawangsa MERR,3.0,8.4,3,2022-12-30,714667,2022
Surabaya,"Sedati, Surabaya",ibis budget Surabaya Airport,2.0,8.4,3,2022-12-30,454999,2022
Surabaya,"Pabean Cantikan, Surabaya",POP! Hotel Stasiun Kota Surabaya,2.0,8.5,3,2022-12-30,340960,2022
Surabaya,"Wonokromo, Surabaya",POP! Hotel Diponegoro Surabaya,2.0,8.3,3,2022-12-30,388667,2022
Surabaya,"Tenggilis Mejoyo, Surabaya",Zest Hotel Jemursari,2.0,8.4,3,2022-12-30,466666,2022
Surabaya,"Tegalsari, Surabaya",Hotel 88 Embong Malang,3.0,8.4,3,2022-12-30,516667,2022
Surabaya,"Genteng, Surabaya",Hotel 88 Embong Kenongo (Kayoon),2.0,8.5,3,2022-12-30,372000,2022
Surabaya,"Sawahan, Surabaya",Prime Royal Boutique Hotel Surabaya,3.5,8.1,3,2022-12-30,463332,2022
Surabaya,"Tegalsari, Surabaya",Hotel 88 Kedungsari (Kedungdoro),2.0,8.6,3,2022-12-30,455000,2022
Surabaya,"Tegalsari, Surabaya",Amaris Hotel Embong Malang,2.0,8.4,3,2022-12-30,546667,2022
Surabaya,"Genteng, Surabaya",The Life Hotels Surabaya City Center,2.5,8.3,3,2022-12-30,346666,2022
Surabaya,"Wonocolo, Surabaya",Amaris Hotel Margorejo Surabaya,2.0,8.6,3,2022-12-30,466667,2022
Surabaya,"Genteng, Surabaya",Goldvitel Hotel Surabaya,4.0,8.2,3,2022-12-30,1934433,2022
Surabaya,"Gubeng, Surabaya",ZOOM Dharmahusada Hotel,3.0,8.5,3,2022-12-30,558333,2022
Surabaya,"Tegalsari, Surabaya",Amaris Hotel Darmo - Surabaya,2.0,8.6,3,2022-12-30,453333,2022
Surabaya,"Gedangan, Surabaya",Premier Place Surabaya Airport,3.0,8.7,3,2022-12-30,774350,2022
Surabaya,"Genteng, Surabaya",Grand Inna Tunjungan,4.0,8.5,3,2022-12-30,1189923,2022
Surabaya,"Mulyorejo, Surabaya",Hotel Dafam Pacific Caesar Surabaya,3.0,8.8,3,2022-12-30,800000,2022
Surabaya,"Dukuh Pakis, Surabaya",Sumi Hotel Surabaya,2.0,8.4,3,2022-12-30,331667,2022
Surabaya,"Gubeng, Surabaya",MaxOneHotels.com @ Dharmahusada - Surabaya,3.0,8.6,3,2022-12-30,525000,2022
Surabaya,"Tenggilis Mejoyo, Surabaya",Yello Hotel Jemursari,3.0,8.5,3,2022-12-30,714831,2022
Surabaya,"Genteng, Surabaya",D'Carol Hotel Surabaya,3.0,8.6,3,2022-12-30,600000,2022
Surabaya,"Genteng, Surabaya",Life Hotel Sudirman Surabaya,3.0,8.2,3,2022-12-30,313332,2022
Surabaya,"Wonokromo, Surabaya",Novotel Surabaya - Hotel & Suites,4.0,8.4,3,2022-12-30,1341274,2022
Surabaya,"Gubeng, Surabaya",La Lisa Hotel Surabaya,3.5,8.6,3,2022-12-30,973333,2022
Surabaya,"Wonokromo, Surabaya",BATIQA Hotel Darmo - Surabaya,3.0,8.6,3,2022-12-30,690000,2022
Surabaya,"Sedati, Surabaya",Halogen Hotel Airport Surabaya,3.0,8.3,3,2022-12-30,380000,2022
Jakarta,"Karet Semanggi, Jakarta",Aryaduta Suite Semanggi,4.0,8.5,2,2022-12-31,2800000,2022
Jakarta,"Senayan, Jakarta",The Sultan Hotel & Residence Jakarta,5.0,8.6,2,2022-12-31,2253414,2022
Jakarta,"Cilandak Timur, Jakarta",Aloft South Jakarta,4.0,8.9,2,2022-12-31,1458050,2022
Jakarta,"Karet Semanggi, Jakarta",Ascott Sudirman Jakarta,5.0,8.6,2,2022-12-31,3772890,2022
Jakarta,"Pasar Baru, Jakarta",Yuan Garden Pasar Baru,4.0,8.5,2,2022-12-31,1204000,2022
Jakarta,"Ancol, Jakarta",Mercure Convention Center Ancol,4.0,8.4,2,2022-12-31,3614500,2022
Jakarta,"Ancol, Jakarta",Discovery Ancol,4.0,8.2,2,2022-12-31,2675000,2022
Jakarta,"Pasar Baru, Jakarta",Hotel Borobudur Jakarta,5.0,8.6,2,2022-12-31,2658000,2022
Jakarta,"Petojo Utara, Jakarta",Merlynn Park Hotel,5.0,8.6,2,2022-12-31,1650000,2022
Jakarta,"Ragunan, Jakarta",Arimbi Pejaten Suites,3.0,7.9,2,2022-12-31,437000,2022
Jakarta,"Senayan, Jakarta","The Langham, Jakarta",5.0,8.8,2,2022-12-31,8006146,2022
Jakarta,"Senayan, Jakarta","Hotel Mulia Senayan, Jakarta",5.0,8.7,2,2022-12-31,5566000,2022
Jakarta,"Thamrin, Jakarta",Grand Hyatt Jakarta,5.0,8.7,2,2022-12-31,8986458,2022
Jakarta,"Kebagusan, Jakarta",ASTON Priority Simatupang & Conference Center,4.0,8.6,2,2022-12-31,1425380,2022
Jakarta,"Slipi, Jakarta",Hotel Menara Peninsula,4.0,8.4,2,2022-12-31,1025000,2022
Jakarta,"Kuningan, Jakarta",The St. Regis Jakarta,5.0,8.4,2,2022-12-31,8772500,2022
Jakarta,"Pasar Baru, Jakarta",Yuan Garden Pasar Baru,4.0,8.5,2,2022-12-31,1204000,2022
Jakarta,"Cikini, Jakarta",DoubleTree by Hilton Jakarta - Diponegoro,5.0,8.8,2,2022-12-31,2932584,2022
Jakarta,"Tanjung Duren, Jakarta",Hotel Ciputra Jakarta managed by Swiss-Belhotel International,4.0,8.5,2,2022-12-31,1492000,2022
Jakarta,"Senayan, Jakarta",Century Park Hotel,4.0,8.6,2,2022-12-31,2435000,2022
Jakarta,"Sudirman, Jakarta",Le Meridien Jakarta,5.0,8.7,2,2022-12-31,2631750,2022
Jakarta,"Senen, Jakarta",Lumire Hotel & Convention Center,4.0,8.5,2,2022-12-31,1075000,2022
Jakarta,"Cawang, Jakarta",Best Western Premier The Hive,5.0,8.4,2,2022-12-31,1300000,2022
Jakarta,"Tanah Abang, Jakarta",Millennium Hotel Sirih Jakarta,4.0,8.6,2,2022-12-31,1277155,2022
Jakarta,"Menteng, Jakarta",Ashley Tang Menteng,4.0,8.7,2,2022-12-31,1680888,2022
Jakarta,"Pondok Indah, Jakarta",InterContinental Hotels JAKARTA PONDOK INDAH,5.0,8.9,2,2022-12-31,5722320,2022
Jakarta,"Tanjung Duren, Jakarta",Pullman Jakarta Central Park,5.0,8.5,2,2022-12-31,3615480,2022
Jakarta,"Rasuna Said, Jakarta",Royal Kuningan Hotel,4.0,8.5,2,2022-12-31,3078189,2022
Jakarta,"Rasuna Said, Jakarta",Manhattan Hotel Jakarta,5.0,8.3,2,2022-12-31,2162500,2022
Jakarta,"Cawang, Jakarta",Teraskita Hotel Jakarta managed by Dafam,4.0,8.6,2,2022-12-31,2160000,2022
Jakarta,"Tanjung Duren, Jakarta",Grand Tropic Suites Hotel,4.0,8.0,2,2022-12-31,1335000,2022
Jakarta,"Menteng, Jakarta","The Hermitage, a Tribute Portfolio Hotel, Jakarta",5.0,8.9,2,2022-12-31,4996695,2022
Jakarta,"Pluit, Jakarta",Hariston Hotel & Suites,4.0,8.4,2,2022-12-31,1428500,2022
Jakarta,"Tanah Abang, Jakarta",Ashley Tanah Abang,0.0,8.9,2,2022-12-31,1940888,2022
Jakarta,"Pondok Indah, Jakarta",Swiss-Belhotel Pondok Indah,4.0,8.5,2,2022-12-31,1440000,2022
Jakarta,"Lebak Bulus, Jakarta",Swiss-Belinn Simatupang Jakarta,3.0,8.5,2,2022-12-31,1075000,2022
Jakarta,"Slipi, Jakarta",Hotel Santika Premiere Slipi Jakarta,4.0,8.6,2,2022-12-31,1425000,2022
Jakarta,"Kuningan, Jakarta",Gran Melia Jakarta,5.0,8.8,2,2022-12-31,2646875,2022
Jakarta,"Kebon Kacang, Jakarta",Holiday Inn Express JAKARTA WAHID HASYIM,3.0,8.6,2,2022-12-31,1935790,2022
Jakarta,"Kebon Sirih, Jakarta",Aloft Jakarta Wahid Hasyim,4.0,8.8,2,2022-12-31,1863400,2022
Jakarta,"Kebayoran Lama Utara, Jakarta",Sheraton Grand Jakarta Gandaria City Hotel,5.0,8.9,2,2022-12-31,3563450,2022
Jakarta,"Ancol, Jakarta",Grand Dafam Ancol Jakarta,4.0,8.4,2,2022-12-31,2100000,2022
Jakarta,"Senayan, Jakarta",Fairmont Jakarta,5.0,8.9,2,2022-12-31,6534000,2022
Jakarta,"Pluit, Jakarta",ASTON Pluit Hotel & Residence,4.0,8.3,2,2022-12-31,1169905,2022
Jakarta,"Pecenongan, Jakarta",Redtop Hotel & Convention Center,4.0,8.5,2,2022-12-31,1330726,2022
Jakarta,"Kuningan, Jakarta","The Ritz-Carlton Jakarta, Mega Kuningan",5.0,8.8,2,2022-12-31,3388000,2022
Jakarta,"Manggarai Selatan, Jakarta",Harris Tebet Jakarta,4.0,8.5,2,2022-12-31,1047000,2022
Jakarta,"Senen, Jakarta",Hotel Gren Alia Jakarta,3.0,8.7,2,2022-12-31,862500,2022
Jakarta,"Karet Tengsin, Jakarta",Shangri-La Jakarta,5.0,8.9,2,2022-12-31,5320178,2022
Jakarta,"Kebon Kacang, Jakarta",Swiss-Belinn Wahid Hasyim,3.0,8.4,2,2022-12-31,1365000,2022
Jakarta,"Pluit, Jakarta",Holiday Inn Express JAKARTA PLUIT CITYGATE,3.0,8.4,2,2022-12-31,1118338,2022
Jakarta,"Lebak Bulus, Jakarta",Grand Whiz Poins Simatupang Jakarta,4.0,8.6,2,2022-12-31,971875,2022
Jakarta,"Harmoni, Jakarta",Harris Vertu Hotel Harmoni,5.0,8.6,2,2022-12-31,1601050,2022
Jakarta,"Kalibata, Jakarta",Swiss-Belresidences Kalibata,4.0,8.6,2,2022-12-31,992500,2022
Jakarta,"Grogol, Jakarta",ASTON Kartika Grogol Hotel & Conference Center,4.0,8.6,2,2022-12-31,2099190,2022
Jakarta,"Gunung Sahari, Jakarta",Grand Mercure Jakarta Kemayoran,5.0,8.7,2,2022-12-31,1764180,2022
Jakarta,"Cawang, Jakarta",Sentral Cawang Hotel,3.0,8.4,2,2022-12-31,633000,2022
Jakarta,"Melawai, Jakarta",Ambhara Hotel,4.0,8.3,2,2022-12-31,1088000,2022
Jakarta,"Thamrin, Jakarta",Mandarin Oriental Jakarta,5.0,9.0,2,2022-12-31,8518400,2022
Jakarta,"Melawai, Jakarta",Hotel Dharmein,3.0,8.5,2,2022-12-31,625000,2022
Jakarta,"Kemayoran, Jakarta",Swiss-Belinn Kemayoran,3.0,8.4,2,2022-12-31,822500,2022
Jakarta,"Tanjung Duren, Jakarta",Grand Tjokro Jakarta,4.0,8.3,2,2022-12-31,1083333,2022
Jakarta,"Harmoni, Jakarta",Grand Mercure Jakarta Harmoni,5.0,8.6,2,2022-12-31,1446585,2022
Bandung,"Merdeka, Bandung",eL Hotel Royale Bandung,4.0,8.7,2,2022-12-31,1273750,2022
Bandung,"Cihampelas, Bandung",Grand Tjokro Premiere Bandung,4.0,8.5,2,2022-12-31,1682778,2022
Bandung,"Dago, Bandung",Four Points by Sheraton Bandung,4.0,8.8,2,2022-12-31,2256650,2022
Bandung,"Merdeka, Bandung",Aryaduta Bandung,4.0,8.7,2,2022-12-31,2022778,2022
Bandung,"Pasirkaliki, Bandung",Hilton Bandung,5.0,8.8,2,2022-12-31,3388000,2022
Bandung,"Mekarsaluyu, Bandung",InterContinental Hotels BANDUNG DAGO PAKAR,5.0,8.8,2,2022-12-31,4927658,2022
Bandung,"Pasteur, Bandung",Holiday Inn BANDUNG PASTEUR,4.0,8.6,2,2022-12-31,1645633,2022
Bandung,"Dago, Bandung",Moxy Bandung,3.0,8.7,2,2022-12-31,1418726,2022
Bandung,"Buahbatu, Bandung",ibis Bandung Trans Studio,3.0,8.4,2,2022-12-31,1070000,2022
Bandung,"Jatinangor, Bandung",Easton Park Apartment Jatinangor by Diajeng,0.0,7.5,2,2022-12-31,281500,2022
Bandung,"Dago, Bandung",Clove Garden Hotel & Residence,4.0,8.2,2,2022-12-31,1264150,2022
Bandung,"Sumurbandung, Bandung",Crowne Plaza BANDUNG,5.0,8.7,2,2022-12-31,2388060,2022
Bandung,"Setiabudi, Bandung",Kytos Hotel,3.0,8.4,2,2022-12-31,1050000,2022
Bandung,"Mekarsaluyu, Bandung",Dago Heuvel Resort and Villa,2.0,8.4,2,2022-12-31,3968800,2022
Bandung,"Lengkong, Bandung",The Papandayan Hotel,5.0,8.8,2,2022-12-31,3020819,2022
Bandung,"Dago Atas, Bandung",Swiss-Belresort Dago Heritage Bandung,4.0,8.6,2,2022-12-31,3583950,2022
Bandung,"Dago, Bandung",Four Points by Sheraton Bandung,4.0,8.8,2,2022-12-31,2256650,2022
Bandung,"Dago Atas, Bandung",Sheraton Bandung Hotel & Towers,5.0,8.7,2,2022-12-31,3206500,2022
Bandung,"Dago, Bandung",THE 1O1 Bandung Dago,4.0,8.6,2,2022-12-31,1910000,2022
Bandung,"Batununggal, Bandung",The Suites Metro by Desta Faris,0.0,7.5,2,2022-12-31,647000,2022
Bandung,"Merdeka, Bandung",Janévalla Bandung,4.0,8.8,2,2022-12-31,2527778,2022
Bandung,"Dago, Bandung",The Luxton Bandung,4.0,8.5,2,2022-12-31,1736550,2022
Bandung,"Braga, Bandung",Grand Hotel Preanger,5.0,8.6,2,2022-12-31,2125000,2022
Bandung,"Cihampelas, Bandung",Grandia Hotel Bandung,4.0,8.6,2,2022-12-31,2270400,2022
Bandung,"Pasteur, Bandung",V Hotel & Residence,3.0,8.4,2,2022-12-31,699000,2022
Bandung,"Asia Afrika, Bandung",Maison Teraskita Bandung,4.0,8.7,2,2022-12-31,3825000,2022
Bandung,"Dago, Bandung","Courtyard by Marriott Bandung Dago, CHSE Certified",4.0,8.6,2,2022-12-31,2268750,2022
Bandung,"Jalan Riau, Bandung",Serela Riau by KAGUM Hotels,3.0,8.0,2,2022-12-31,1225000,2022
Bandung,"Lengkong, Bandung",Horison Ultima Bandung,4.0,8.0,2,2022-12-31,1251000,2022
Bandung,"Batununggal, Bandung",Nine Inn by Edotel Dbest,2.0,7.6,2,2022-12-31,1148125,2022
Bandung,"Gedebage, Bandung",Shakti Hotel Bandung,4.0,8.5,2,2022-12-31,1085000,2022
Bandung,"Setiabudi, Bandung",Banana Inn by KAGUM Hotels,4.0,8.4,2,2022-12-31,1111500,2022
Bandung,"Setiabudi, Bandung",Grand Serela Setiabudhi by KAGUM Hotels,4.0,8.0,2,2022-12-31,1001000,2022
Bandung,"Sukajadi, Bandung",d'primahotel Bandung,3.0,8.4,2,2022-12-31,4160000,2022
Bandung,"Pasir Koja, Bandung",Harris Hotel & Conventions Festival Citilink Bandung,4.0,8.4,2,2022-12-31,1199000,2022
Bandung,"Dago, Bandung",Serela Merdeka by KAGUM Hotels,3.0,8.3,2,2022-12-31,857628,2022
Bandung,"Asia Afrika, Bandung",Mercure Bandung City Centre,4.0,8.5,2,2022-12-31,1714998,2022
Bandung,"Pamekaran, Bandung",Grand Sunshine Resort and Convention,4.0,8.7,2,2022-12-31,1350000,2022
Bandung,"Pasirkaliki, Bandung",Atlantic City Hotel,3.0,8.5,2,2022-12-31,710000,2022
Bandung,"Pasir Koja, Bandung",POP! Hotel Festival Citylink - Bandung,2.0,8.2,2,2022-12-31,549000,2022
Bandung,"Jalan Riau, Bandung",Amaroossa Bandung,4.0,8.2,2,2022-12-31,2123656,2022
Bandung,"Pasteur, Bandung",ibis Bandung Pasteur,3.0,8.5,2,2022-12-31,974986,2022
Bandung,"Cihampelas, Bandung",Sensa Hotel Bandung,4.0,8.6,2,2022-12-31,1738000,2022
Bandung,"Jalan Riau, Bandung",De Paviljoen Bandung,4.0,8.8,2,2022-12-31,1968750,2022
Bandung,"Sukajadi, Bandung","Sukajadi Hotel, Convention and Gallery",3.0,8.1,2,2022-12-31,735500,2022
Bandung,"Sukajadi, Bandung",Zest Hotel Sukajadi Bandung,3.0,8.7,2,2022-12-31,843000,2022
Bandung,"Setiabudi, Bandung",Cinnamon Hotel Boutique Syariah,4.0,9.0,2,2022-12-31,2783158,2022
Bandung,"Pasirkaliki, Bandung",Serela Waringin by KAGUM Hotels,3.0,8.0,2,2022-12-31,925135,2022
Bandung,"Setiabudi, Bandung",Hemangini Hotel Bandung,4.0,8.5,2,2022-12-31,1472223,2022
Bandung,"Pasteur, Bandung",Sari Ater Kamboti Hotel Bandung,4.0,8.3,2,2022-12-31,1111470,2022
Bandung,"Jalan Riau, Bandung",Hotel Dafam Rio,3.0,8.6,2,2022-12-31,836841,2022
Bandung,"Sumurbandung, Bandung",Kedaton Hotel,3.0,8.4,2,2022-12-31,833333,2022
Bandung,"Dago, Bandung",Moxy Bandung,3.0,8.7,2,2022-12-31,1418726,2022
Medan,"Pusat Kota Medan, Medan",Cambridge Hotel Medan,5.0,8.5,2,2022-12-31,2500000,2022
Medan,"Pusat Kota Medan, Medan",JW Marriott Hotel Medan,5.0,8.7,2,2022-12-31,2744281,2022
Medan,"Medan Sunggal, Medan",Saka Hotel Medan,3.0,7.7,2,2022-12-31,575000,2022
Medan,"Medan Baru, Medan",Hotel Anaya,0.0,6.9,2,2022-12-31,350000,2022
Medan,"Beringin, Medan",Horison Sky Kualanamu,3.0,8.5,2,2022-12-31,632756,2022
Medan,"Batang Kuis, Medan",Prime Plaza Hotel Kualanamu,4.0,8.6,2,2022-12-31,1209600,2022
Medan,"Pusat Kota Medan, Medan",Cordex Hotel Medan,0.0,8.6,2,2022-12-31,425000,2022
Medan,"Percut Sei Tuan, Medan",Miyanna Hotel,3.0,7.9,2,2022-12-31,464100,2022
Medan,"Tanjung Morawa, Medan",OYO 2361 Hotel Winston,2.0,7.2,2,2022-12-31,148119,2022
Medan,"Pusat Kota Medan, Medan",SELECTA HOTEL,4.0,8.2,2,2022-12-31,785001,2022
Medan,"Medan Petisah, Medan",Grand Kanaya Hotel,3.0,8.1,2,2022-12-31,685000,2022
Medan,"Tanjung Morawa, Medan",CREW EXPRESS Hotel,3.0,8.3,2,2022-12-31,275000,2022
Medan,"Pusat Kota Medan, Medan",Hotel Antares,3.0,7.9,2,2022-12-31,379000,2022
Medan,"Medan Petisah, Medan",Swasana Hotel Medan,3.0,8.4,2,2022-12-31,700000,2022
Medan,"Medan Helvetia, Medan",Cordela Inn Millenium Medan,2.0,8.4,2,2022-12-31,395000,2022
Medan,"Medan Petisah, Medan",Alpha Inn Medan,3.0,7.7,2,2022-12-31,377444,2022
Medan,"Pusat Kota Medan, Medan",Cordela Hotel Medan,2.0,8.4,2,2022-12-31,624000,2022
Medan,"Medan Polonia, Medan",Pardede International Hotel Medan,3.0,7.7,2,2022-12-31,461250,2022
Medan,"Pusat Kota Medan, Medan",Wisma Sederhana Budget Hotel,0.0,8.3,2,2022-12-31,297500,2022
Medan,"Medan Maimun, Medan",Hotel Menara Lexus,0.0,7.7,2,2022-12-31,310000,2022
Medan,"Medan Tembung, Medan",NIVIA HOTEL,3.0,8.8,2,2022-12-31,360000,2022
Medan,"Batang Kuis, Medan",Lively Hotel Kualanamu Airport Medan,2.0,8.0,2,2022-12-31,199999,2022
Medan,"Pusat Kota Medan, Medan",OYO 2345 Homestay Jaya,1.0,7.0,2,2022-12-31,96866,2022
Medan,"Tanjung Morawa, Medan",Hotel Aero,2.0,7.9,2,2022-12-31,190235,2022
Medan,"Medan Petisah, Medan",OYO 90565 Wesly House,1.0,8.0,2,2022-12-31,173292,2022
Medan,"Pusat Kota Medan, Medan",Amaliun Hotel,2.0,8.1,2,2022-12-31,260235,2022
Medan,"Medan Baru, Medan",Odua Golden Mansyur Medan,0.0,8.4,2,2022-12-31,270750,2022
Medan,"Medan Helvetia, Medan",OYO 90457 Anara Residence & Guest House,2.0,8.4,2,2022-12-31,174278,2022
Medan,"Pusat Kota Medan, Medan",OYO 1457 Tmj Guest House,1.5,7.9,2,2022-12-31,159750,2022
Medan,"Medan Petisah, Medan",Putra Mulia Hotel,3.0,7.8,2,2022-12-31,499000,2022
Medan,"Medan Area, Medan",Alam Hotel by Cordela,3.0,8.4,2,2022-12-31,413500,2022
Medan,"Medan Sunggal, Medan",OYO 2574 Z Suites Hotel,2.0,7.3,2,2022-12-31,141274,2022
Medan,"Medan Baru, Medan",Hotel Anaya,0.0,6.9,2,2022-12-31,350000,2022
Medan,"Pusat Kota Medan, Medan",OYO 456 Aljadid Guest House Syariah,2.0,8.4,2,2022-12-31,244020,2022
Medan,"Pusat Kota Medan, Medan",Kanasha Hotel,1.0,8.8,2,2022-12-31,317500,2022
Medan,"Medan Selayang, Medan",OYO 1400 Barat Residence Syariah,1.5,7.6,2,2022-12-31,143908,2022
Medan,"Medan Petisah, Medan",OYO 90447 Kardopa Hotel Megapark,1.0,8.1,2,2022-12-31,805390,2022
Medan,"Medan Selayang, Medan",Huber Apartment,2.0,7.8,2,2022-12-31,398000,2022
Medan,"Batang Kuis, Medan",My Studio Hotel Kualanamu Airport Medan,1.0,8.3,2,2022-12-31,69999,2022
Medan,"Medan Baru, Medan",OYO 1183 Papakoel,1.0,8.1,2,2022-12-31,146680,2022
Medan,"Pusat Kota Medan, Medan",Vivo Stay,2.0,7.6,2,2022-12-31,299013,2022
Medan,"Medan Sunggal, Medan",OYO 873 Kamani Homestay Syariah,1.0,8.3,2,2022-12-31,276165,2022
Medan,"Medan Tembung, Medan",OYO 359 Executive Inn,1.0,8.1,2,2022-12-31,149926,2022
Denpasar,"Denpasar Barat, Denpasar",Adi Pelita Sari,0.0,8.6,2,2022-12-31,455050,2022
Banda Aceh,"Ulee Kareng, Banda Aceh",Hermes Palace by BENCOOLEN,5.0,8.4,2,2022-12-31,1058000,2022
Banda Aceh,"Baiturrahman, Banda Aceh",Hip Hope Hotel,2.0,8.7,2,2022-12-31,510000,2022
Banda Aceh,"Kuta Alam, Banda Aceh",Kyriad Hotel Muraya Aceh,4.0,8.6,2,2022-12-31,945000,2022
Banda Aceh,"Kuta Alam, Banda Aceh",Arabia Hotel,3.0,8.0,2,2022-12-31,300000,2022
